Sat Mar 26 17:14:11 2022    code_analysis/output.dat

         148516617 function calls (148402911 primitive calls) in 763.523 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:411(_mk_bitmap)
       15    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4565(_escapeRegexRangeChars)
       15    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:3235(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2026(__call__)
       13    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
       13    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       13    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
     13/8    0.000    0.000    0.095    0.012 {built-in method builtins.__import__}
       12    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:420(__setitem__)
     12/2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1926(makeOptionalList)
       12    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2045(suppress)
       12    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2653(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3513(<genexpr>)
       12    0.000    0.000    0.003    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4251(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4757(<lambda>)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {built-in method pygame.transform.scale}
       12    0.002    0.000    0.002    0.000 {built-in method pygame.image.load}
       11    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3851(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       10    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\collections\__init__.py:385(<genexpr>)
       10    0.000    0.000    0.009    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2254(declare_namespace)
       10    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2963(__str__)
       10    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3945(__str__)
       10    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       10    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1508(<setcomp>)
        9    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        9    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3841(__str__)
        9    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        8    0.000    0.000    0.000    0.000 <frozen zipimport>:109(find_loader)
        8    0.000    0.000    0.000    0.000 <frozen zipimport>:312(_is_dir)
        8    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\types.py:171(__get__)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\functools.py:34(update_wrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\functools.py:64(wraps)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:417(__setattr__)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:748(value)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1660(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\version.py:366(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\version.py:467(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\version.py:531(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3508(__str__)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3935(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
        7    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:344(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:461(_decodeExtra)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1437(getinfo)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:319(_require_version_compare)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4197(__str__)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4825(tokenMap)
        7    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\encodings\cp437.py:14(decode)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:141(find_module)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\abc.py:7(abstractmethod)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:927(__or__)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:416(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:15(search_path)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\packaging\version.py:318(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3098(__init__)
      6/5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4003(parseImpl)
      6/2    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4183(streamline)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4296(postParse)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4383(postParse)
        6    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        5    0.000    0.000    0.050    0.010 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\abc.py:84(__new__)
        5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:666(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:668(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3032(__str__)
        5    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4292(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        4    0.000    0.000    0.043    0.011 <frozen importlib._bootstrap_external>:1099(create_module)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\re.py:270(escape)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:22(_is_dunder)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:33(_is_sunder)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:75(__setitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:432(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\six.py:184(find_module)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:122(_declare_state)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:329(register_loader_type)
        4    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1582(_setup_prefix)
        4    0.000    0.000    0.002    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1678(load)
        4    0.000    0.000    0.002    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1724(zipinfo)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1952(register_finder)
        4    0.000    0.000    0.003    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1969(find_eggs_in_zip)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2167(register_namespace_handler)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:23(find_module)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1841(__radd__)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2020(__invert__)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3353(setResultsName)
        4    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3829(__init__)
      4/3    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3859(parseImpl)
        4    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.043    0.011    0.043    0.011 {built-in method _imp.create_dynamic}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:543(_find_data_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:532(_get_mixins_)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:214(_EndRecData64)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:257(_EndRecData)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1702(_zipinfo_name)
        3    0.000    0.000    0.002    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1848(_has)
        3    0.000    0.000    0.063    0.021 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:35(load_module)
        3    0.000    0.000    0.063    0.021 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:57(create_module)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:60(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.002    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1608(parseString)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2376(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3066(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3164(__init__)
        3    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        2    0.000    0.000    0.041    0.020 <frozen importlib._bootstrap>:692(_load)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(_legacy_get_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\collections\__init__.py:313(namedtuple)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:12(_is_descriptor)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:671(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:730(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\tokenize.py:319(read_or_stop)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\tokenize.py:325(find_cookie)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\imp.py:107(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\imp.py:108(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\imp.py:109(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\imp.py:105(get_suffixes)
        2    0.000    0.000    0.041    0.020 C:\Users\Adam\anaconda3\lib\imp.py:330(load_dynamic)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:190(_check_zipfile)
        2    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:198(is_zipfile)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1823(close)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:339(get_provider)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1377(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1578(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1589(_set_egg)
        2    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1937(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1999(find_nothing)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2825(from_filename)
        2    0.000    0.000    0.606    0.303 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:3225(_call_aside)
        2    0.000    0.000    0.043    0.022 C:\Users\Adam\anaconda3\lib\site-packages\win32\lib\pywintypes.py:3(__import_pywin32_system_module__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:460(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1288(addParseAction)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1363(parseImpl)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1441(tryParse)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2863(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3461(<genexpr>)
      2/1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3939(parseImpl)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4450(delimitedList)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4705(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4763(srange)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
        1    0.001    0.001    0.001    0.001 {built-in method _win32sysloader.LoadModule}
        1    0.000    0.000    0.001    0.001 <frozen zipimport>:352(_read_directory)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\encodings\__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 C:\Users\Adam\anaconda3\lib\encodings\__init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:1071(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:1063(make_identity_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\abc.py:89(register)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\_collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:579(_getfinalpathname_nonstrict)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:68(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:143(__prepare__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:175(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:200(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:157(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:370(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:398(__members__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:430(_create_)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:522(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:579(_find_new_)
        1    0.000    0.000    0.002    0.002 C:\Users\Adam\anaconda3\lib\linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sysconfig.py:614(get_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:684(_check_compression)
        1    0.000    0.000    0.002    0.002 C:\Users\Adam\anaconda3\lib\zipfile.py:1218(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1308(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1311(__exit__)
        1    0.000    0.000    0.001    0.001 C:\Users\Adam\anaconda3\lib\zipfile.py:1328(_RealGetContents)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1408(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1406(namelist)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1819(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\zipfile.py:1949(_fpclose)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.003    0.003 D:\Documents\Coding\Chess\ChessMain.py:38(load_images)
        1    0.081    0.081  763.523  763.523 D:\Documents\Coding\Chess\ChessMain.py:48(main)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pygame\compat.py:74(get_BytesIO)
        1    0.000    0.000    0.001    0.001 D:\Documents\Coding\Chess\ChessMain.py:285(checkmate)
        1    0.000    0.000    0.001    0.001 D:\Documents\Coding\Chess\Chess_engine.py:36(__init__)
        1    0.000    0.000    0.000    0.000 D:\Documents\Coding\Chess\Chess_engine.py:95(default_start)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:105(PEP440Warning)
        1    0.000    0.000    0.002    0.002 C:\Users\Adam\anaconda3\lib\site-packages\pygame\freetype.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pygame\pkgdata.py:46(getResource)
        1    0.000    0.000    0.711    0.711 C:\Users\Adam\anaconda3\lib\site-packages\pygame\pkgdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:162(get_supported_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:236(ResolutionError)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:243(VersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:275(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:288(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:315(UnknownExtra)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:372(get_build_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:487(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:510(IResourceProvider)
        1    0.000    0.000    0.203    0.203 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:541(__init__)
